Show Name
A celebration of the work of Michael Folkard as a scenic designer
Fish 'n' Chip Supper & Quiz
Viagra Boys
Beirut
Greentea Peng
Elvana: Elvis Fronted Nirvana + Punk Rock Factory
HWASA
Pixies
Pixies
Hurts: 15 Years of Happiness
Wet Leg
Wet Leg
Leftfield
Leftfield
Romeo and Juliet
The Crucible
The Merry Wives of Windsor
Twelfth Night or What You Will
Troilus and Cressida
A Midsummer Night's Dream: For One Night Only
Rough Magic
The Globe Talks: Romeo and Juliet
The Globe Talks: The Crucible
The Globe Talks: Shakespeare and Wellbeing
The Globe Talks: The Merry Wives of Windsor
The Globe Talks: Twelfth Night
The Globe Talks: Troilus and Cressida
Globe Theatre Guided Tour
Pride Guided Tour
Shakespeare's Walking Tour
Ghosts & Ghouls Family Tour
Shakespeare's True Crimes Walking Tour
Heaven to Hell Tour
Macbeth: 9 – 11 years Family Workshop
Ghosts & Ghouls Family Tour
Family Sword Fighting Demonstration
Research in Action: Twelfth Night Rediscovered
Othello: Study Day
Twelfth Night: Study Day
Romeo and Juliet: Study Day
Research in Action: 30 Years of Research
Research in Action: Global Early Modern Stage
Young Actors Short Course (11-13 years)
Young Actors Short Course (8–10 years)
Macbeth: On Stage Workshop (12-14 years)
Shakespeare's Walking Tour
Globe Theatre Guided Tour
Pride Guided Tour
CPD: Teaching Anti-Racist Shakespeare
Online CPD: Teaching Shakespeare and Sexuality
CPD: Teaching Shakespeare and Women
Continuing Professional Development: Teaching Romeo and Juliet at KS4
CPD: Teaching Othello at Key Stage 5 | Shakespeare's Globe
Continuing Professional Development: Teaching Macbeth at Key Stage 4
The Sound of Music - von Trapp Family Young Company Auditions
Knit and Natter
Explorers Garden
Pitlochry Sketchers
Water Colour
Sunshine on Leith - Onstage Day & Lunch
Explorers Garden - Guided Tour
Nan Shepherd: Naked and Unashamed
Thank You For the Music
Lost in Music
What's next for libraries, literature and creativity?
The Pasadena Roof Orchestra
The Hare & The Tortoise (LITTLE VENICE)
The Town Mouse & The Country Mouse (LITTLE VENICE)
Testaments (LITTLE VENICE)
Alkanna Graeca (LITTLE VENICE)
Nina Harries (LITTLE VENICE)
Yeden: Ottoman Classical Music (LITTLE VENICE)
Subscribe
Support us!
Harry Hill: New Bits & Greatest Hits
Lost in Music
An Evening of Burlesque Cabaret
War Horse
Sir Tim Rice: My Life in Musicals - I Know Him so Well
Paul Chowdhry
Limelight Backstage Tour
War Horse Puppet Workshop
Derren Brown - Only Human Live
Henning Wehn: Acid Wehn
Jasmin Vardimon Company - ALiCE
A Squash & A Squeeze
Live at Lunch: Kylia Tsz Yam Pai
Les Misérables - Let the People Sing
Sophie Ellis-Bextor
The Sensational 60s Experience
The Hallé
The Book of Mormon
Aljaž & Janette
Dara O'Briain: Re:Creation
Gary Barlow - The Songbook Tour
Limelight Backstage Tour
Bonnie Raitt
Hamlet: The Rest is Silence (Community Production)
The Illegal Eagles with special guests Nearly Dan
Now Hear This
DriveTime Choir
DriveTime Concert
Limelight Backstage Tour
Tim Minchin
Kiell Smith-Bynoe & Friends: Kool Story Bro
Teach Rex Live
Handbagged
Jerusalem
Touch Tour
Northern Stage Pub Quiz
Across the Universe
The Very Hungry Caterpillar Show
My-dentity
A Life NOT in Heels
GemArts Masala Festival
Adam Kay: A Particularly Nasty Case
On now & coming up
Be a Hoxton Hero!
Join our community
Goner
Alpha Go_Lee: Theory of Sacrifice
Koulounisation
Natural Behaviour
Language: no broblem
Tom Odell
Choir of Man
West End Calling: The Grand Finals
That'll Be The Day
Chitty Chitty Bang Bang
In Search of Goldoni
Tiny Tales Summer 2025
FUSE Gathering x Beyond Face
Bat Out Of Hell
Machinal
Closeted | EXPERIMENT Work In Progress
Only Fools and Horses: The Musical
James Rowland Dies at the End of the Show
TRP Theatre Tours
The Spiral | EXPERIMENT Work In Progress
The Farmer and The Clown
Quadrophenia: A Mod Ballet
Generation of Light | EXPERIMENT Work In Progress
Ballet BC: Double Bill
Bat Out of Hell: The Musical
Bat Out of Hell: The Musical
Bat Out of Hell: The Musical
Bat Out of Hell: The Musical
Bat Out of Hell: The Musical
Bat Out of Hell: The Musical
Bat Out of Hell: The Musical
Bat Out of Hell: The Musical
Bat Out of Hell: The Musical
Bat Out of Hell: The Musical
Bat Out of Hell: The Musical
Bat Out of Hell: The Musical
Bat Out of Hell: The Musical
Bat Out of Hell: The Musical
Bat Out of Hell: The Musical
Bat Out of Hell: The Musical
Bat Out of Hell: The Musical
Bat Out of Hell: The Musical
Six Characters in Search of an Author
Six Characters in Search of an Author
Six Characters in Search of an Author
Six Characters in Search of an Author
Six Characters in Search of an Author
Six Characters in Search of an Author
Six Characters in Search of an Author
Six Characters in Search of an Author
Six Characters in Search of an Author
Six Characters in Search of an Author
